time,actualComX,actualComY,springLegDelta,Phase,footInBaseX,footInBaseY
0.395,0.050898,4.72738,0.21243,0,-0.181778,4.06554,
0.396,0.0506646,4.72633,0.213519,0,-0.183527,4.06413,
0.397,0.0504319,4.72528,0.214608,0,-0.185271,4.0627,
0.398,0.0501998,4.72423,0.215699,0,-0.187011,4.06126,
0.399,0.0499685,4.72317,0.216791,0,-0.188746,4.05981,
0.4,0.0497379,4.72211,0.217884,0,-0.190477,4.05834,
0.401,0.0495081,4.72105,0.218979,0,-0.192204,4.05686,
0.402,0.0492789,4.71999,0.220074,0,-0.193926,4.05536,
0.403,0.0490505,4.71892,0.221171,0,-0.195644,4.05385,
0.404,0.0488228,4.71785,0.222268,0,-0.197358,4.05233,
0.405,0.0485959,4.71678,0.223367,0,-0.199068,4.05079,
0.406,0.0483697,4.7157,0.224467,0,-0.200773,4.04923,
0.407,0.0481443,4.71463,0.225569,0,-0.202474,4.04766,
0.408,0.0479196,4.71354,0.226671,0,-0.20417,4.04608,
0.409,0.0476957,4.71246,0.227775,0,-0.205863,4.04449,
0.41,0.0474726,4.71138,0.22888,0,-0.20755,4.04288,
0.411,0.0472502,4.71029,0.229986,0,-0.209234,4.04125,
